ID,SQ2,SQ3,Q1_3,Q1_4,Q1_5,Q2,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q4_1,Q4_2,Q4_3,Q4_4,Q5,Q6,Q6_1,Q6_2,Q7_1,Q7_1_1,Q7_1_2,Q7_2,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q10_1,Q11,Q12_1,Q12_2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_19,Q13_20,Q14,Q14_1,Q14_2_1,Q14_2_2,Q14_2_3,Q15_1_1,Q15_1_2,Q15_1_3,Q15_1_4,Q15_1_5,Q15_1_6,Q15_1_7,Q15_2_1,Q15_2_2,Q15_2_3,Q15_2_4,Q15_2_5,Q15_2_6,Q15_2_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2_1,Q18_2_2,Q18_3_1,Q18_3_2,Q18_3_3,Q18_3_4,Q19_1,Q19_2,Q19_2_1,Q19_3,Q20_1,Q20_2,Q20_2_1,Q20_3,Q21_1,Q21_2,Q22,Q23_1,Q23_2,Q24_1,Q24_2,Q25,Q25_1,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26T,Q26_1_1,Q26_1_2,Q26_1_3,Q26_1_4,Q26_1_5,Q26_1_6,Q26_1_7,Q26_1_8,Q27_1_1,Q27_1_2,Q27_1_3,Q27_2_1,Q27_2_2,Q27_2_3,Q27_3_1,Q27_3_2,Q27_3_3,Q27_4_1,Q27_4_2,Q27_4_3,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q30_1,Q31,Q31_1,Q32,Q32_1,Q33,Q33_1,Q34,code2,WT2
35,2,9,3,3,1,1,1,,,,,,,,,,,,,,25,5,0,1,2,1,1,2,,,,,1,0,0,0,1,1,1,8,2,2,3,3,1,1,3,3,1,3,1,2,3,1,1,3,3,3,1,3,3,3,3,,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,90,10,0,80,20,0,1,2,,,1,2,,,1,4,1,5,5,,,56000,,4148,633,532,95,260,21,120,0,5809,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,6,,,,,,,,,1,4,1,5,4,4,4,4,2,41,0.687529472
36,2,9,3,2,1,11,,,,,,,,,,,,,,,20,5,0,0,2,1,1,2,,,,,1,0,1,0,2,1,1,6,2,1,3,3,3,3,3,4,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,,1,1,5,3,3,3,3,2,2,2,3,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,4,3,4,5,4,4,4,4,3,3,4,4,1,90,10,10,80,10,0,1,2,,,2,,,,1,3,1,4,4,,,62000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10060,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,2,,,,,,,,,2,,2,,4,3,3,2,1,41,0.687529472
37,4,9,5,2,3,6,,,,,,,,,1,,,,,,150,50,6,2,2,1,5,1,,,,,4,1,4,1,2,2,1,10,2,2,2,2,2,2,3,2,1,1,1,2,2,1,1,1,1,2,1,1,3,2,3,,1,1,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,3,4,4,4,1,100,0,10,80,10,0,1,1,20,3,1,1,50,3,1,3,1,4,4,,,400000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40,30,25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,1,2,,,,,,,,,1,5,1,5,4,4,4,4,2,41,0.571942888
38,1,9,1,3,6,12,,,,,,,,,,,,,,,9,5,0,0,2,1,2,2,,,,,999,999,999,0,2,3,,999,2,2,3,2,2,2,3,2,1,2,3,2,3,2,1,2,3,3,1,2,2,1,3,,3,1,5,3,2,3,2,1,1,1,3,3,4,3,2,2,2,5,5,5,5,5,3,5,4,4,5,4,4,4,4,4,4,5,5,4,3,4,4,1,100,0,10,90,0,0,1,2,,,1,2,,,2,,2,,,5,4,9999998,99,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,20,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,10,,,,,,,,,,2,,2,,3,3,2,,3,42,2.268002547
39,2,1,3,3,1,1,1,,,,,,,,,,,,,,10,3,0,0,2,1,1,2,,,,,1,0,1,0,2,1,1,999,2,2,2,1,1,1,3,1,1,3,1,3,3,3,1,1,2,2,1,3,2,3,1,5,,,,3,2,2,3,2,1,1,3,3,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,,,,,,,2,,,,1,2,,,1,4,1,5,5,,,61952,,1800,1300,800,130,390,290,0,0,4710,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,1,8,,,,,,,,,2,,1,5,4,4,4,3,1,41,0.687529472
40,1,1,1,5,3,3,3,4,7,,,,,,,,,,,,50,30,3,1,2,1,1,3,,,,,1,0,1,0,2,2,1,4,2,2,3,2,2,2,4,1,1,2,2,3,3,3,1,3,3,3,1,2,2,3,3,,1,1,4,2,2,2,2,1,1,1,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,4,4,3,5,4,3,3,4,4,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,16900,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,31,24,21,2,3,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,4,6,,,,,,,,1,4,1,4,3,3,4,4,1,41,1.274212377
41,1,1,1,3,2,3,3,,,,,,,,,,,,,,10,1,2,0,2,2,,,1,2,2,,1,0,0,0,2,3,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,1,3,1,4,4,,,9113,,1407,201,196,415,14,112,0,0,2345,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,,1,,,,,,,,,,2,,1,4,3,3,3,3,1,41,1.274212377
42,2,1,2,3,2,1,1,,,,,,,,,,,,,,10,8,8,0,2,1,1,2,,,,,1,0,1,0,2,1,1,2,2,2,2,1,1,1,3,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,3,,1,1,5,1,2,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,4,3,3,4,3,4,4,4,4,3,4,4,4,3,4,3,4,4,1,100,0,0,80,20,0,1,2,,,3,,,,1,3,1,5,5,,,15000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,1,,,,,,,,,,2,,2,,3,3,3,2,1,41,0.880355226
43,1,1,1,5,1,1,1,3,,,,,,,,,,,,,20,10,5,0,2,1,1,2,,,,,1,0,1,0,2,2,1,6,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,1,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,1,4,1,4,4,,,16000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,16490,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,6,8,1,7,8,,,,,,,,2,,1,3,4,3,3,3,1,41,1.274212377
44,1,1,1,2,4,10,,,,,,,,,1,,,,,,25,1,0,0,2,1,4,2,,,,,1,0,1,1,2,1,1,4,2,2,3,2,3,3,5,4,1,1,1,1,3,2,1,1,3,3,1,4,3,4,3,,1,1,5,2,3,3,2,1,1,1,4,5,5,1,1,1,1,5,5,5,4,5,3,3,4,3,2,5,2,5,4,4,4,2,3,3,4,4,5,1,100,0,10,70,20,0,1,2,,,1,1,15,3,1,3,1,3,3,,,5706,,2121,330,606,3,91,17,0,0,3168,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,1,2,,,,,,,,,1,4,1,3,4,3,4,2,1,42,2.268002547
45,1,1,1,3,1,3,1,,,,,,,,,,,,,,5,1,0,0,2,2,,,1,1,3,,1,0,0,0,2,3,,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,,1,1,5,2,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,10,10,10,70,2,,,,3,,,,1,4,1,5,5,,,8857,,352,16,36,510,0,12,0,0,926,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,4,7,,,,,,,,2,,1,5,4,4,4,3,1,41,1.274212377
46,2,1,2,2,2,4,1,,,,,,,,,,,,,,20,15,0,0,2,1,1,2,,,,,1,0,1,0,1,2,1,1,2,2,3,2,2,1,2,1,1,2,2,2,3,2,1,1,2,2,1,1,1,2,2,,1,1,4,2,3,2,4,1,1,1,4,5,3,2,4,4,4,5,4,4,4,4,5,3,4,5,5,3,4,5,5,5,4,5,3,4,5,4,4,1,80,20,0,100,0,0,2,,,,1,2,,,1,3,1,4,4,,,24052,,4536,2808,1079,329,1422,155,300,0,10629,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,1,,,,,,,,,,2,,1,4,4,4,4,3,2,41,0.880355226
47,1,1,1,3,3,3,3,,,,,,,,,,,,,,120,100,5,1,1,2,,,1,1,2,,1,0,1,0,2,2,1,2,2,2,3,4,3,3,4,4,1,3,3,3,4,3,2,2,2,3,3,3,3,3,2,,3,1,3,4,3,3,3,2,2,2,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,4,4,3,4,4,4,3,1,100,0,0,50,50,0,1,2,,,2,,,,2,,1,5,4,,,9999998,6,0,147,163,0,0,0,0,0,310,999,999,999,999,999,999,999,999,0,1,0,0,0,0,0,0,0,0,0,0,6,9,8,11,,,,,,,,,,1,4,1,4,3,3,3,2,2,41,1.274212377
48,1,1,1,3,3,5,3,5,,,,,,,,,,,,,30,15,13,0,2,1,3,2,,,,,1,0,2,0,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,,1,1,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,1,90,10,10,90,0,0,1,2,,,2,,,,1,4,1,5,5,,,15311,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,30,15,0,3,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,5,4,8,1,2,4,7,,,,,,,1,4,1,4,3,3,4,3,1,41,1.274212377
49,1,1,1,3,1,3,1,,,,,,,,,,,,,,12,4,0,0,2,2,,,1,1,3,,1,0,1,0,2,3,,2,2,2,3,4,3,4,4,3,3,2,3,4,4,2,4,4,4,4,4,4,4,4,2,,1,1,4,1,3,2,3,3,4,2,3,4,4,2,4,3,3,3,2,4,3,3,2,2,4,4,3,3,2,4,4,2,3,4,1,3,3,3,3,1,100,0,0,80,20,0,2,,,,2,,,,2,,1,4,4,,,12423,,1750,115,139,300,0,5,0,0,2309,999,999,999,999,999,999,999,999,,,,,,,,,,,,,6,8,5,1,,,,,,,,,,2,,1,4,2,,3,2,1,41,1.274212377
50,2,1,2,3,3,3,3,,,,,,,,,,,,,,80,40,10,2,2,1,1,2,,,,,1,0,1,0,2,2,1,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,1,2,3,3,2,2,2,3,2,,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,3,3,3,4,3,3,4,3,4,4,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,32391,,6711,3750,1515,496,335,450,0,0,13257,999,999,999,999,999,999,999,999,1,0,0,0,0,0,1,0,0,0,0,0,5,4,3,7,,,,,,,,,,1,2,1,3,3,2,3,1,2,41,0.880355226
51,2,1,4,3,4,3,3,4,5,,,,,,,,,,,,130,20,60,10,2,1,5,2,,,,,2,0,4,0,1,2,1,20,2,2,3,3,2,3,4,2,1,4,2,3,4,3,1,1,2,2,2,4,3,4,3,,1,1,5,3,4,3,3,2,1,1,4,4,3,3,4,3,3,5,5,5,5,5,5,5,5,3,4,4,4,5,4,4,4,5,4,5,4,5,5,1,100,0,0,80,20,0,1,2,,,1,2,,,1,3,1,4,4,,,99708,,32235,22228,6796,3912,1317,2945,0,0,69433,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,4,3,6,1,3,,,,,,,,,1,4,1,5,4,4,4,4,3,41,0.654072814
52,2,1,4,3,3,1,3,,,,,,,,,,,,,,90,6,50,2,2,1,2,2,,,,,2,0,2,0,2,2,1,7,1,1,3,2,1,1,3,1,1,2,2,2,3,3,1,2,2,2,1,2,2,3,3,,1,1,5,3,2,3,2,1,1,1,4,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,3,4,4,1,98,2,0,98,2,0,1,2,,,1,2,,,1,3,1,5,5,,,86291,,23560,9468,3904,946,1072,1060,0,0,40010,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,8,6,5,10,,,,,,,,,,1,3,1,4,3,3,3,2,2,41,0.654072814
53,2,1,2,3,2,3,1,,,,,,,,,,,,,,9,2,0,0,2,2,,,1,4,1,,1,0,1,0,2,2,1,999,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,1,2,,,3,,,,1,3,1,4,4,,,20528,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20456,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,7,8,,1,,,,,,,,,,2,,1,5,4,3,4,4,1,41,0.880355226
54,2,9,3,3,1,3,2,,,,,,,,,,,,,,10,2,0,0,2,1,2,2,,,,,1,0,2,0,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,,1,1,5,2,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,4,5,5,5,1,50,50,15,35,10,40,2,,,,1,2,,,1,4,1,5,5,,,70273,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,70273,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,1,2,3,4,5,6,7,8,9,,2,,2,,4,3,4,2,1,41,0.687529472
55,1,1,1,3,1,1,2,,,,,,,,,,,,,,10,1,1,0,2,1,1,2,,,,,1,0,1,0,2,2,1,1,2,2,3,3,3,1,3,1,1,1,1,1,3,3,1,1,1,1,1,3,3,3,3,,1,1,5,2,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,3,5,5,3,4,4,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,3,,1,5,5,,,15907,,1436,1864,205,1500,4,3,258,0,5270,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,1,0,0,0,5,9,8,1,2,8,9,,,,,,,1,5,2,,3,2,3,2,2,41,1.274212377
56,2,1,2,3,1,1,2,,,,,,,,,,,,,,10,1,2,0,2,1,1,3,,,,,1,0,1,0,2,2,1,1,2,2,3,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,3,3,3,,1,1,5,2,1,2,1,1,1,1,4,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,3,5,5,3,3,4,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,3,,1,5,5,,,17307,,986,456,162,0,72,0,258,0,1934,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,1,2,8,9,,,,,,,2,,1,4,3,2,3,2,2,41,0.880355226
57,2,1,2,5,3,5,5,,,,,,,,,,,,,,50,30,25,0,2,2,,,1,1,2,,1,0,1,0,1,2,1,5,2,2,2,2,1,3,4,1,1,2,3,3,1,2,1,1,2,1,1,4,4,2,3,,1,1,4,1,2,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,4,3,3,3,3,4,3,4,3,3,2,2,3,4,3,2,3,3,2,1,90,10,0,50,50,0,1,2,,,1,1,3,3,1,4,1,4,4,,,23464,,12618,1554,2044,706,396,287,0,0,17605,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,1,6,1,2,6,,,,,,,,1,4,1,4,4,4,4,4,2,41,0.880355226
58,2,1,2,1,5,6,,,,,,,,,2,,,,,,12,8,0,0,2,2,,,1,1,2,,1,0,1,0,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,80,20,0,1,2,,,3,,,,3,,1,5,5,,,48161,,37873,7997,6337,3248,1060,54,0,0,56569,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,10,,6,7,8,,,,,,,,1,5,1,5,4,4,4,4,1,41,0.880355226
59,1,9,1,5,1,3,1,2,,,,,,,,,,,,,10,10,0,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,3,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,1,2,1,2,3,3,3,3,,1,1,5,1,2,2,2,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1,100,0,0,100,0,0,2,,,,2,,,,2,,1,4,4,,,11000,,1643,97,134,0,150,34,0,0,2058,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,7,8,,,,,,,,,2,,1,4,3,4,3,3,2,42,2.268002547
60,4,1,5,5,1,5,1,,,,,,,,,,,,,,150,70,10,3,2,1,999,2,,,,,7,1,999,999,1,1,1,55,1,1,3,3,2,2,3,3,1,3,3,3,4,3,2,1,2,2,1,3,3,3,3,,3,1,4,2,2,3,3,2,1,2,3,4,4,3,4,4,4,5,4,4,5,5,5,4,5,5,4,5,4,4,4,4,3,4,2,3,3,4,3,1,90,10,20,80,0,0,1,1,20,3,1,1,100,3,1,3,1,4,5,,,1100000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,1094000,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,7,,,,,,,,,,2,,1,4,3,2,4,1,1,41,0.571942888
61,2,1,3,3,3,1,2,3,,,,,,,,,,,,,45,10,29,2,1,1,2,2,,,,,1,0,1,0,1,2,1,1,1,1,3,3,2,3,3,2,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,,1,1,5,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,90,10,0,50,50,0,1,2,,,4,,,,3,,1,5,5,,,44187,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20,9,31,1,3,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,,,,,,,,,,1,3,2,,4,3,4,2,1,41,0.687529472
62,1,1,1,4,3,3,3,5,,,,,,,,,,,,,30,10,20,0,2,1,999,2,,,,,999,999,999,999,1,3,,1,2,2,3,2,2,2,2,1,1,3,3,3,2,3,1,1,1,1,1,3,3,2,3,,3,1,5,2,2,2,2,1,1,1,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,3,4,3,1,70,30,0,100,0,0,2,,,,2,,,,1,3,3,,,,,5800,,300,1000,600,0,0,0,0,200,2100,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,1,4,,,,,,,,,1,4,1,3,3,3,3,3,3,41,1.274212377
63,1,1,1,3,3,5,3,,,,,,,,,,,,,,40,15,0,0,2,1,2,2,,,,,1,0,1,1,2,3,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,2,,,,2,,1,4,4,,,10000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,17000,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,2,9,,,,,,,,2,,2,,3,3,3,3,2,41,1.274212377
64,2,1,2,3,2,1,3,,,,,,,,,,,,,,50,30,20,2,2,1,2,1,,,,,1,0,1,0,1,2,1,7,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,3,,1,1,5,1,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,5,5,1,50,50,20,50,30,0,1,1,1,2,1,1,1,3,1,3,1,5,5,,,22673,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,22673,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,3,4,8,1,7,,,,,,,,,1,5,1,5,4,4,4,3,1,42,1.273550064
65,2,1,3,3,6,3,4,,,,,,,,,,,,,,87,87,0,7,1,1,11,2,,,,,1,0,1,1,2,1,1,10,2,1,3,4,2,5,3,5,2,3,3,4,3,3,3,4,4,4,4,4,5,4,3,,1,1,4,3,4,4,4,3,3,3,3,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,70,30,20,20,50,10,1,2,,,1,2,,,1,3,1,5,5,,,52257,,14300,28100,7250,1540,337,2400,0,0,53927,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,10,,,,,,,,,,2,,1,4,3,3,3,1,4,41,0.687529472
66,1,1,1,3,1,3,1,,,,,,,,,,,,,,8,7,4,0,2,2,,,1,1,3,,1,0,1,0,2,3,,2,1,1,3,3,3,1,4,2,1,2,1,1,1,1,1,1,2,3,3,3,2,3,1,3,,,,5,3,3,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,3,1,1,1,1,4,1,4,4,1,1,1,4,4,5,3,3,4,1,50,50,0,50,50,0,2,,,,2,,,,3,,1,1,1,,,11796,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,11793,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,1,2,3,4,6,7,8,,,,1,2,2,,2,,3,2,1,41,1.274212377
67,2,1,3,3,3,3,3,,,,,,,,,,,,,,75,40,25,1,2,2,,,1,1,2,,1,0,1,1,2,1,1,12,1,1,2,2,1,1,2,1,1,2,2,2,3,3,1,2,2,1,1,3,3,3,3,,1,1,5,3,2,2,3,1,1,1,3,3,3,3,3,3,3,4,5,5,5,5,5,4,5,5,4,4,4,4,4,4,3,4,3,4,4,2,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,55381,,8860,8451,2987,350,217,689,0,0,21554,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,8,5,4,2,4,,,,,,,,,1,4,1,4,4,4,4,4,1,41,0.687529472
68,2,1,3,3,4,3,5,,,,,,,,,,,,,,80,25,30,2,2,2,,,1,1,3,,1,0,1,0,2,2,1,7,2,1,3,2,3,2,4,2,1,1,1,3,3,3,1,2,2,3,2,1,1,1,3,,1,1,5,3,2,3,2,1,1,1,4,4,4,3,3,3,3,4,4,4,4,5,4,5,5,4,5,3,4,5,4,5,5,5,3,4,3,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,41049,,11701,5481,2921,179,655,540,0,0,21477,999,999,999,999,999,999,999,999,1,1,0,0,0,0,1,0,0,0,0,0,5,8,4,1,4,,,,,,,,,1,4,1,4,3,3,3,3,1,41,0.687529472
69,4,1,5,3,2,5,1,2,3,6,,,,,,,,,,,184,28,30,5,1,1,4,2,,,,,3,1,3,1,2,2,1,11,2,1,3,2,2,1,4,3,3,2,2,3,3,2,2,2,3,3,3,4,3,4,3,,1,1,5,3,3,4,1,3,1,1,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,95,5,1,99,0,0,2,,,,1,1,30,3,1,3,1,5,5,,,254200,,35292,17175,6874,1021,1679,977,0,96,63114,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,,,,,,,,,,2,,2,,4,3,4,3,2,41,0.571942888
70,1,1,1,5,3,3,3,5,,,,,,,,,,,,,30,3,10,0,2,2,,,1,1,3,,1,0,1,0,1,3,,1,2,2,3,3,2,3,1,1,1,1,1,1,3,2,1,4,4,4,2,2,2,1,3,,1,2,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,4,5,4,5,5,5,4,4,5,5,5,1,100,0,0,100,0,0,1,2,,,2,,,,1,3,3,,,,,8738,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,8239,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,1,2,,,,,,,,,1,4,1,4,3,3,3,2,1,41,1.274212377
71,2,1,2,3,1,5,1,,,,,,,,,,,,,,50,40,0,0,2,1,2,2,,,,,1,1,1,1,2,2,2,4,2,2,3,2,2,1,3,2,1,2,1,1,3,2,1,2,1,2,1,3,3,3,2,,1,1,3,2,2,3,2,2,2,2,4,3,3,4,3,4,5,5,5,5,4,4,4,5,4,4,4,3,5,4,4,3,3,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,2,,1,4,4,,,21800,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,16,34,28,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,1,4,8,,,,,,,,2,,1,4,3,3,4,3,3,41,0.880355226
